A;B;C;D;E;F;G
5110;38403;1448;475.5;3;769;0
5111;13937;1196;429;7;3215;0
5112;3266;1134;199.5;11;746;0
5113;38006;1106;;3;3117;0
5114;266;1120;325;15;2396;1
5115;47777;1014;;1;2101;1
5116;32236;820;380;5;3946;0
5117;5127;1146;251.5;3;1791;0
5118;5803;1044;380.5;5;127;0
5119;15806;1198;278;7;4624;0
5120;5939;1106;;1;2988;0
5121;14456;1338;432;3;3073;1
5122;49991;1106;346.5;1;2998;0
5123;8737;1014;;9;1558;0
5124;6118;1018;360.5;13;2939;0
5125;30721;1144;325.5;1;3028;0
5126;14699;1036;297.5;11;4209;0
5127;36646;972;325;5;4992;1
5128;32360;1214;380.5;3;2657;0
5129;17822;1232;;5;2918;0
5130;35051;1030;356.5;3;3;0
5131;49159;1182;381.5;7;1229;0
5132;26446;1450;397;3;4521;0
5133;39367;1388;404;1;1604;0
5134;1745;974;;3;4703;0
5135;19464;1264;451;3;446;0
5136;2740;1060;417;1;2436;0
5137;3409;892;283;23;4152;1
5138;35956;1314;411.5;1;4933;0
5139;36077;1216;373.5;1;4945;0
5140;8286;1106;;1;2416;0
5141;4966;1182;303.5;5;4496;1
5142;9014;1178;361.5;5;4930;0
5143;29043;1152;482.5;7;4842;1
5144;621;1106;482.5;3;3839;0
5145;27439;1196;280;1;4579;0
5146;21892;1040;358;3;1839;0
5147;48345;1088;403.5;11;547;0
5148;10927;1268;399;1;683;0
5149;44311;1106;503;1;379;0
5150;12815;1216;347.5;1;2588;0
5151;37460;912;307.5;3;4337;1
5152;9515;990;326.5;1;3715;0
5153;15059;670;239.5;1;1397;0
5154;45784;1106;;1;4039;1
5155;16371;1106;473;1;2943;0
5156;17604;974;325;9;3466;0
5157;43223;1106;467.5;1;240;0
5158;10832;1020;336.5;9;2973;0
5159;47854;1038;451;3;4924;0
5160;48835;1132;285;1;1054;1
5161;37976;1270;362.5;5;3380;0
5162;27383;892;281;3;1243;1
5163;44748;1016;354.5;7;4003;0
5164;6727;840;338.5;9;1305;1
5165;4113;1358;390.5;5;4006;0
5166;33165;976;268.5;1;681;0
5167;136;1044;;3;143;0
5168;23676;976;325;5;2012;0
5169;2329;1160;406;3;2003;0
5170;21993;1362;444;1;3414;0
5171;27540;1304;452.5;1;4225;0
5172;36875;1020;323.5;1;3209;0
5173;14389;1106;385.5;1;4271;1
5174;11503;1280;485.5;3;40;0
5175;36186;1106;;1;4573;0
5176;35062;1066;332.5;1;1411;1
5177;2291;1044;310;3;1514;1
5178;39159;1200;;1;1867;0
5179;11263;1084;289;7;3406;0
5180;35711;992;335.5;7;3430;0
5181;39579;1066;218;5;2619;1
5182;8864;1232;292;1;2370;0
5183;27279;1428;416;3;1534;0
5184;47981;1450;;1;2975;0
5185;24843;1118;449.5;1;3612;0
5186;41409;1212;345;1;3874;0
5187;39748;1206;288.5;1;3195;0
5188;18551;1364;403.5;1;3344;0
5189;12059;1106;;1;1090;1
5190;44897;966;298.5;1;3614;0
5191;37382;1146;439.5;3;2033;0
5192;17469;1000;410;3;981;0
5193;21264;1106;390.5;1;2710;0
5194;46953;1106;;1;3244;0
5195;32748;1224;;1;4457;0
5196;38891;1436;438;3;2250;0
5197;36017;1144;385;1;3125;0
5198;17099;960;201.5;3;3004;0
5199;30356;878;316;5;4329;1
5200;17875;1376;465;1;2506;0
5201;36657;1326;445.5;3;1754;0
5202;24529;986;297;3;2192;1
5203;17822;1372;355.5;1;2064;0
5204;42416;1096;416;1;1440;0
5205;1937;1208;429.5;1;707;0
5206;49141;690;213;1;2345;0
5207;16388;732;;5;3276;1
5208;31499;870;299.5;3;3739;1
5209;6634;960;;5;134;0
5210;34866;1106;303.5;1;2545;1
5211;10802;948;204.5;5;374;0
5212;37688;1106;;1;659;0
5213;9432;978;;1;2305;0
5214;22133;1106;330.5;3;266;0
5215;8398;1106;;1;4008;1
5216;22934;1218;;1;3578;0
5217;16188;1156;360.5;5;2781;0
5218;33493;1228;286;7;500;0
5219;4628;1106;432;5;3488;1
5220;28617;1450;404;1;2047;0
5221;5379;1180;;1;2440;0
5222;40003;1106;;1;3438;1
5223;38866;1106;;1;2886;0
5224;23362;1386;465;3;619;0
5225;28197;1106;;1;4558;0
5226;44574;1166;;3;1366;1
5227;27747;1348;444;5;1199;0
5228;16336;936;248;3;3973;0
5229;4510;1106;;1;4247;0
5230;44578;1254;411;1;3033;0
5231;2069;1194;451.5;1;4255;0
5232;40779;1158;503;1;2203;1
5233;20119;1040;332.5;3;4578;0
5234;23569;1270;424.5;1;1282;0
5235;49595;834;291.5;3;2453;1
5236;34936;822;310;5;366;0
5237;38859;1090;376.5;1;4803;0
5238;24832;1050;417;1;449;0
5239;27151;1170;;1;2632;0
5240;32926;1266;437.5;3;254;0
5241;31371;1100;380;3;3516;0
5242;14741;1318;425;5;3280;0
5243;38160;1110;314;3;947;1
5244;30499;1338;374;1;3067;0
5245;32156;1086;419;3;2747;0
5246;13027;1106;485.5;1;2042;0
5247;511;1106;390.5;3;4980;0
5248;43281;1350;366;5;3232;0
5249;1623;1022;404;5;4779;0
5250;35885;1134;283.5;7;4272;1
5251;15534;1026;328;17;1439;1
5252;42198;1076;452.5;3;922;0
5253;33878;1106;;1;2548;0
5254;31670;1182;362.5;5;162;0
5255;16691;1222;;1;4545;0
5256;18503;974;283;1;2467;0
5257;4137;1100;356.5;5;2391;0
5258;16997;1266;328;3;2821;0
5259;22778;932;325;7;1703;1
5260;4995;1000;;5;3483;0
5261;28068;1352;283.5;1;193;0
5262;38008;894;352.5;19;3469;0
5263;30511;1030;238;15;526;1
5264;7636;1098;426;1;1749;0
5265;5900;1106;410;1;751;0
5266;14228;976;410;3;1614;0
5267;43680;950;347;3;348;1
5268;46876;966;279.5;3;422;0
5269;1378;1264;383;7;3835;0
5270;48022;1176;330.5;5;1966;0
5271;40815;914;241.5;7;373;0
5272;9954;1106;;3;2772;0
5273;44541;1044;307;7;2474;1
5274;22013;1126;379.5;3;4242;1
5275;5464;1364;379.5;1;1187;0
5276;15048;1192;391.5;1;252;0
5277;40481;1066;499.5;3;3218;0
5278;23484;1336;449.5;1;796;0
5279;14344;1138;482.5;1;1464;0
5280;24079;782;244;5;2881;0
5281;9121;1088;328;9;4965;1
5282;48510;1450;452.5;1;1997;0
5283;15632;846;;9;1953;0
5284;43678;1100;432.5;1;1165;0
5285;31889;1106;;1;1625;0
5286;35428;1138;397;1;3838;0
5287;39726;842;402.5;5;4708;0
5288;22719;1252;332.5;3;2173;0
5289;8982;1268;411;3;741;0
5290;35767;1106;385.5;3;1230;0
5291;15626;1038;398;1;326;0
5292;28479;1106;330;5;4876;1
5293;36656;944;366;3;3001;0
5294;13345;1354;;1;2333;0
5295;18239;1020;400.5;1;1797;1
5296;14254;1032;221;3;1280;0
5297;25702;1076;330.5;1;1529;1
5298;35539;1106;;1;2249;0
5299;20748;1012;259;1;2730;1
5300;20203;1232;329.5;1;2896;0
5301;8355;900;279.5;5;106;1
5302;48532;1106;432.5;1;4512;0
5303;26594;1058;362;1;1323;1
5304;37710;996;357;1;1868;0
5305;37625;1232;449;1;3702;0
5306;18800;1242;404;3;388;0
5307;3361;1450;406;3;1072;0
5308;48009;1278;482.5;3;4165;0
5309;43244;1148;;1;667;0
5310;6524;1238;422;3;490;0
5311;4571;1150;400.5;3;2862;0
5312;45265;1418;;1;4304;0
5313;43214;1202;364.5;3;4833;1
5314;22292;970;323.5;7;2223;0
5315;49636;1206;349.5;1;1891;0
5316;1999;1192;404;1;1702;0
5317;46759;1282;390;3;3046;0
5318;49475;1106;;21;2701;1
5319;42795;1240;379.5;11;1482;1
5320;47806;1102;300.5;7;4316;0
5321;11496;1012;310;1;1288;1
5322;8392;1192;381;3;4635;1
5323;1405;1248;;1;873;1
5324;46960;1422;411.5;3;4671;0
5325;40792;1016;221.5;1;511;0
5326;29555;1450;424.5;7;1603;0
5327;17098;1154;;3;2070;0
5328;43983;1106;378.5;1;1089;0
5329;19383;818;368.5;5;2697;0
5330;39932;1200;336.5;3;2054;0
5331;87;1202;408;3;885;0
5332;30978;586;;7;3171;0
5333;47962;1106;;1;75;0
5334;24328;1106;;1;2885;0
5335;38364;1400;;1;3618;0
5336;14185;1314;402.5;1;2853;1
5337;31184;1176;283;1;2727;0
5338;17966;1260;385.5;1;4868;0
5339;16584;1432;473;1;2191;0
5340;2092;1246;416;1;4975;0
5341;6116;1336;448.5;5;2736;0
5342;19891;1012;434;5;4306;0
5343;6183;1106;465;1;1664;0
5344;19128;1106;430.5;1;2573;0
5345;29554;1294;387;3;554;0
5346;22263;1206;307;1;3920;0
5347;47472;926;279;3;3205;1
5348;30997;1224;401.5;5;465;0
5349;31635;934;338;5;133;0
5350;7842;1050;304.5;3;3275;0
5351;8442;1106;;1;4737;0
5352;28034;1106;;1;3825;0
5353;10299;1078;109;3;2165;1
5354;39565;1106;392.5;3;2767;0
5355;8883;1366;383;3;1075;0
5356;12582;1106;;1;3624;0
5357;20646;1260;415.5;7;4842;0
5358;36838;1132;411.5;1;4283;0
5359;28897;1106;403.5;1;4146;0
5360;1607;1106;;1;2762;0
5361;1017;1090;302.5;1;3409;0
5362;44763;1106;;1;2733;1
5363;49601;1274;400.5;1;461;0
5364;41016;1106;332.5;3;1363;0
5365;23428;1342;380.5;1;4469;1
5366;46590;1310;304.5;1;3684;0
5367;37145;998;306.5;5;3140;0
5368;4474;864;338.5;5;4368;1
5369;8357;1106;373;1;958;0
5370;42003;1106;389;1;2352;0
5371;13225;1106;;9;2456;0
5372;24118;1086;275.5;1;4946;1
5373;11223;902;339;1;3362;0
5374;17924;938;245;5;928;0
5375;26088;1294;;1;2918;0
5376;42803;840;195.5;3;3712;1
5377;36566;1106;;9;2769;0
5378;14665;1116;411.5;3;3729;1
5379;26589;1018;239;1;4817;1
5380;25787;1106;403.5;1;865;0
5381;15641;1106;391;1;3404;0
5382;16936;1058;281.5;7;983;1
5383;405;1204;333.5;1;3786;0
5384;23955;976;245.5;1;1444;0
5385;29821;974;380.5;13;1789;0
5386;24028;1106;;1;1773;0
5387;31415;1234;465;3;2404;1
5388;12902;1080;357.5;1;1824;1
5389;44762;1336;389.5;1;941;0
5390;4899;1096;456;1;3109;0
5391;31431;1232;401.5;1;2711;0
5392;19242;932;375;1;1906;0
5393;35174;1384;404;1;3208;0
5394;43195;1146;322.5;5;2036;0
5395;11785;1332;;1;3456;1
5396;41032;1106;;1;4530;0
5397;18421;1142;437.5;1;1251;0
5398;29902;1280;;3;4978;1
5399;22428;1378;396;1;717;0
5400;40976;1272;;3;2104;0
5401;48695;1200;400.5;5;1981;0
5402;22518;1066;425;7;1568;0
5403;7689;1190;384.5;1;1558;0
5404;25500;1106;;1;78;0
5405;9118;1026;409.5;7;2209;0
5406;23385;1106;412;5;3453;0
5407;23384;648;337;3;1795;0
5408;45335;1448;424.5;1;1568;0
5409;21649;1106;432;1;1365;0
5410;1474;1106;;1;2499;1
5411;24890;1106;409.5;5;1074;0
5412;30205;1314;380;3;3131;0
5413;32364;1106;342.5;5;1727;1
5414;447;908;330.5;9;4133;1
5415;5069;1256;;1;2708;0
5416;2524;1202;417;1;362;0
5417;14637;1280;330.5;1;3948;1
5418;34863;1340;406;1;549;0
5419;10834;1008;292;7;4863;1
5420;6917;1106;;1;2384;1
5421;18072;1110;286;11;3602;1
5422;36824;868;398.5;3;1213;0
5423;12265;1036;350.5;9;3097;0
5424;47145;1158;393;3;1805;0
5425;28154;670;215.5;7;4313;0
5426;41793;1106;406;7;4427;0
5427;3141;918;253;3;4564;1
5428;1643;1240;402.5;5;99;1
5429;48893;1222;374;5;4609;0
5430;37556;1210;485.5;3;3988;0
5431;35643;1200;427;3;4647;0
5432;2202;1112;;1;2841;0
5433;13645;1258;;7;467;0
5434;2991;1170;268.5;1;3215;0
5435;11612;1086;307.5;3;3353;0
5436;30771;1122;437.5;1;939;0
5437;42914;1350;456;1;3600;0
5438;41454;1450;424.5;1;1589;0
5439;43354;1404;452.5;7;1567;1
5440;42628;1086;328;7;4813;0
5441;33809;1242;406;3;575;0
5442;35538;1364;382;1;1231;0
5443;31306;1212;352.5;1;616;0
5444;48000;1346;408;1;3097;0
5445;34841;1292;378;1;2976;0
5446;19779;904;268.5;7;3062;0
5447;231;780;310;11;477;1
5448;8309;1292;388;3;3868;0
5449;39338;1070;461.5;1;3858;0
5450;21517;1106;385.5;7;2878;1
5451;28521;1342;465;1;2132;0
5452;35784;1106;;1;4064;0
5453;25306;1354;372;3;1819;0
5454;40773;810;338.5;7;3656;1
5455;14092;1194;;1;4224;0
5456;23697;1142;389.5;3;1770;0
5457;30326;1232;300.5;3;3937;0
5458;12770;1280;424.5;3;3114;0
5459;24029;958;328;3;641;0
5460;18143;1172;430.5;3;400;0
5461;25155;1160;398.5;3;820;0
5462;33491;1062;253.5;11;1549;0
5463;33327;1306;445.5;1;4749;1
5464;45727;1182;352;5;4610;0
5465;40122;1162;423.5;3;1448;0
5466;30570;1106;;7;61;0
5467;14945;936;344.5;1;1459;1
5468;7307;1106;;1;1064;0
5469;29274;912;330.5;1;4642;0
5470;16754;1044;210;1;2177;0
5471;44771;1186;428.5;11;162;0
5472;450;1210;352.5;1;1629;0
5473;46259;1240;419.5;3;2133;1
5474;20752;1066;353;3;2513;1
5475;10573;1000;417;7;1752;0
5476;18256;1428;466;1;256;0
5477;38099;1112;332;3;3051;1
5478;27530;1106;;1;1429;1
5479;49092;1254;452.5;1;1735;0
5480;47737;1124;304.5;3;1774;0
5481;24787;1122;326;1;4964;1
5482;24886;946;328;3;1035;1
5483;27032;1432;;1;886;0
5484;33003;1106;451;1;1857;0
5485;4238;904;300.5;3;4156;1
5486;32802;1370;438;3;848;0
5487;6077;1222;482.5;3;1278;0
5488;1073;1366;427;1;4435;0
5489;49584;1068;378;1;2437;0
5490;44048;1432;443.5;3;2267;0
5491;2352;1332;451;3;1932;0
5492;7280;1136;382.5;9;1875;0
5493;35200;958;348;3;209;1
5494;34326;1450;445.5;3;4777;0
5495;40119;868;314.5;3;2845;0
5496;23230;1004;;5;810;0
5497;13156;1306;387;3;2163;0
5498;27445;1042;385;1;2480;0
5499;10206;1106;;1;2272;0
5500;49217;1106;;1;3467;0
5501;47025;1286;438;1;4872;0
5502;8932;1124;359.5;5;3341;0
5503;34403;790;257;3;68;1
5504;23446;1254;456;1;1815;0
5505;41130;1228;;1;1561;0
5506;24208;1342;;1;1492;0
5507;21776;1048;291;1;2891;0
5508;48210;1106;327;1;4244;0
5509;13535;1220;398.5;7;348;0
5510;8082;964;307.5;1;110;0
5511;28600;1390;417;3;2721;0
5512;7093;1010;458.5;1;4110;0
5513;24273;1224;;1;3228;0
5514;44667;1106;374;1;1771;0
5515;26245;1188;325;3;2467;0
5516;37997;1382;482.5;1;3195;0
5517;1143;1060;;7;141;0
5518;24148;1218;396;9;1401;0
5519;19456;1048;224;3;1963;0
5520;2003;1106;;1;4888;0
5521;2525;1106;;1;1341;0
5522;21409;1186;403.5;1;3185;0
5523;30154;1048;373.5;1;161;0
5524;24665;1120;435;9;3096;0
5525;42549;1106;;1;2417;1
5526;40756;1408;466;1;131;0
5527;44266;996;330.5;5;2955;1
5528;37222;1062;332.5;3;4348;0
5529;2223;1066;359;1;3431;0
5530;1327;1170;441.5;5;2061;0
5531;6673;1294;;3;1096;0
5532;33371;860;;1;266;0
5533;24266;1032;383;5;1321;1
5534;1497;1106;222;1;2094;1
5535;4385;1036;;3;2013;0
5536;37834;1262;360;3;2304;0
5537;2352;1106;;1;553;0
5538;5819;990;254;7;4477;0
5539;20213;980;404;7;2782;0
5540;28544;1124;462;3;785;0
5541;7773;874;137;9;218;1
5542;19142;992;419;3;4592;0
5543;8305;1250;462;3;3905;0
5544;27663;1106;423.5;1;2941;0
5545;38103;1048;373;3;3344;0
5546;12757;1140;383;1;192;0
5547;446;1170;;5;4890;0
5548;10459;1214;441.5;1;2428;0
5549;49614;1106;406;3;2959;0
5550;1549;1106;;1;1397;0
5551;25498;1282;346;1;4324;0
5552;37949;1106;447;5;610;0
5553;14238;798;280;3;3500;1
5554;33555;1054;432;1;1327;0
5555;6039;1034;406;11;1134;0
5556;39372;1020;383;1;759;0
5557;1830;1036;354;11;1700;1
5558;22013;1106;419;1;149;0
5559;36762;950;360;3;1460;0
5560;48677;950;251;1;4713;1
5561;34536;1352;503;3;2095;0
5562;41221;842;264;3;1823;0
5563;49383;1088;323.5;1;1117;0
5564;33852;940;260;7;2318;1
5565;23339;844;380.5;5;4122;0
5566;40204;1282;;1;2410;0
5567;24231;1242;458;5;315;0
5568;11881;988;227;5;2941;0
5569;6032;1292;430.5;1;312;1
5570;47660;880;400.5;3;1718;0
5571;6457;996;422;1;3690;0
5572;47797;1106;;1;3594;1
5573;36485;1174;406;1;3233;0
5574;47151;1196;422;13;2010;1
5575;7441;1272;364.5;5;3147;0
5576;19045;944;230.5;11;2308;0
5577;29809;1106;347;5;3496;0
5578;26899;1106;475.5;1;3540;0
5579;26659;1226;411.5;3;3608;0
5580;49214;1106;;1;1003;0
5581;6433;812;346.5;1;1744;1
5582;8002;1042;324.5;3;2985;0
5583;13572;1100;434;1;2929;0
5584;4725;1096;441.5;7;3570;0
5585;2945;1106;;13;1255;0
5586;44795;1160;391;1;1247;0
5587;7027;998;;5;4500;0
5588;42795;1298;404;3;2534;0
5589;45001;1106;;1;3370;0
5590;29147;1098;304;3;2981;0
5591;28175;1222;391.5;3;3630;0
5592;9063;1006;437.5;3;1586;0
5593;42402;1288;;1;4623;0
5594;30988;1230;416;9;3251;0
5595;19371;1060;362;11;2788;0
5596;43179;1410;335.5;3;1030;0
5597;5479;1106;;1;1993;1
5598;8067;1106;;1;202;1
5599;46770;1204;435;3;1785;0
5600;48299;1322;473;1;2971;0
5601;20687;1366;351;3;1272;0
5602;5641;950;289;1;2572;0
5603;1048;1184;383;1;4583;0
5604;39545;1166;332.5;5;4957;1
5605;18741;1174;;1;3551;0
5606;26179;1248;430;1;4245;0
5607;19908;1402;424.5;1;263;0
5608;9406;1172;352;3;2680;0
5609;29649;1260;;1;4002;0
5610;22014;686;279;9;3611;1
5611;1154;1272;;1;2256;0
5612;25807;796;;3;2617;1
5613;24673;1274;353;1;187;0
5614;42528;1086;397;3;4225;0
5615;20394;1130;427;1;3358;0
5616;26003;1106;246.5;9;1582;0
5617;7102;1346;452.5;3;589;0
5618;15124;898;328;5;1976;1
5619;46372;1106;;1;4350;0
5620;27346;1026;328;3;4895;1
5621;5368;1200;407;3;4486;0
5622;9710;1194;503;1;1049;0
5623;16677;1174;283;5;309;0
5624;23816;1010;300.5;11;2420;1
5625;2621;988;352;9;3240;0
5626;30634;782;266;11;4268;0
5627;30577;1382;445.5;1;2947;0
5628;41949;970;259;1;4486;1
5629;41556;1392;;5;3628;0
5630;39395;1106;378.5;5;1252;0
5631;23701;1030;309.5;3;3772;0
5632;48339;1190;;1;210;0
5633;45237;1114;452.5;1;2931;0
5634;18901;1208;400.5;9;1805;0
5635;36675;1178;349.5;1;4070;0
5636;15449;1290;385.5;1;1449;1
5637;19897;962;;1;505;0
5638;5514;1194;367;3;875;0
5639;9028;1234;424.5;1;3176;0
5640;26403;1410;400.5;3;4541;0
5641;16206;1152;324.5;5;2510;0
5642;2669;1106;;1;905;0
5643;2281;1034;268.5;5;4917;1
5644;2996;1106;;1;876;0
5645;14933;1106;;1;3200;0
5646;2872;1314;359;1;1693;0
5647;40332;1180;328;3;3343;0
5648;32949;1294;371;3;2114;0
5649;35096;890;328;3;4254;1
5650;9993;1076;325;9;2388;1
5651;49126;1284;;1;2184;0
5652;5643;1142;452.5;3;4556;0
5653;26265;1144;422;1;4386;0
5654;25084;892;377.5;5;1476;0
5655;95;1440;438;3;704;0
5656;744;1194;;3;134;0
5657;6248;1320;443.5;1;3442;0
5658;42904;1242;310;3;2266;1
5659;15067;1352;475.5;3;1904;0
5660;44387;1234;389.5;3;4489;0
5661;15549;1088;288.5;1;3322;1
5662;29156;1156;359.5;7;3032;0
5663;24082;888;304.5;7;4922;0
5664;32585;970;367;3;3037;1
5665;31593;1148;431.5;1;1546;0
5666;18691;1048;;3;4906;0
5667;37080;1450;307.5;9;3187;1
5668;29245;1024;283.5;5;1467;0
5669;30059;1066;300.5;11;3332;1
5670;30287;1190;383;5;2197;0
5671;24907;1106;357;1;2493;0
5672;27061;846;310;13;119;0
5673;39038;1186;388;1;2732;1
5674;49522;1106;;1;4477;0
5675;21441;764;283;7;98;0
5676;18999;1296;372.5;1;4795;0
5677;35561;1126;372;3;1908;0
5678;29330;1284;452.5;1;2747;0
5679;9148;974;418;17;1853;0
5680;42944;1450;400.5;7;4762;0
5681;22958;1074;368.5;3;1636;0
5682;18833;1086;328;5;3890;1
5683;42980;1010;292;5;4581;0
5684;25366;1368;452;1;293;0
5685;24566;1106;475.5;3;3874;0
5686;9368;1072;;1;1261;0
5687;17641;982;360;7;4900;0
5688;37554;1106;300.5;1;4011;0
5689;1970;980;278;5;4274;0
5690;49283;1106;362.5;3;1670;0
5691;1969;1016;266.5;3;2888;0
5692;10104;1450;482.5;1;3175;0
5693;1979;942;324.5;3;807;1
5694;9643;800;;9;3369;1
5695;41537;1106;;1;4596;0
5696;1327;842;400;5;4373;0
5697;22918;1106;;1;1576;1
5698;27504;1404;443.5;1;455;0
5699;17808;996;348;3;390;0
5700;8699;962;357;5;3203;0
5701;19074;1150;389.5;5;4349;0
5702;11850;1316;328;5;2288;0
5703;24036;960;274.5;7;4652;0
5704;4456;1220;452.5;1;4149;0
5705;28844;924;424.5;1;1117;1
5706;1378;1106;452.5;3;531;0
5707;43091;1078;346.5;3;1772;0
5708;49433;1106;482.5;1;771;0
5709;11309;1130;330.5;7;428;0
5710;8642;1086;383;7;3584;0
5711;20654;1280;447.5;3;1983;0
5712;15184;936;325;5;95;0
5713;31171;1016;436;3;4619;0
5714;22917;966;226.5;5;750;1
5715;5340;1404;419;1;811;0
5716;22985;1016;120.5;1;3595;1
5717;9444;1450;424.5;1;2049;0
5718;35637;1062;385.5;1;3488;0
5719;9593;1048;;1;4588;0
5720;19817;1200;269.5;7;204;0
5721;16141;1212;414.5;3;1771;0
5722;37532;1106;421;3;1092;0
5723;34119;1106;451;1;3922;0
5724;43170;918;307.5;9;4290;0
5725;18997;1046;380;1;3176;0
5726;39744;742;;7;1446;1
5727;30058;932;355.5;3;2281;0
5728;18138;1044;325;3;3314;0
5729;39494;1078;145;3;1889;1
5730;34738;1050;;5;3782;0
5731;2404;1174;441.5;5;96;0
5732;28103;1176;423;1;961;0
5733;19880;1110;221.5;11;1715;0
5734;11;1170;461.5;3;4587;0
5735;6194;1108;415;3;3615;0
5736;2679;1212;395;13;1440;0
5737;17573;1368;473;1;4858;0
5738;23563;996;391.5;5;1729;0
5739;26371;1256;465;1;4304;0
5740;13097;1196;436;1;3948;0
5741;9134;1106;396;1;153;0
5742;46608;1216;424.5;5;908;0
5743;37846;1066;282;5;4420;0
5744;45665;988;330.5;5;1557;0
5745;41452;1106;376.5;11;529;0
5746;3963;1222;420.5;1;746;0
5747;996;1102;211;33;186;1
5748;5202;1344;354;1;1681;0
5749;7105;954;383;1;2399;0
5750;9956;1126;362.5;1;1992;0
5751;11898;950;413.5;3;3517;0
5752;43175;1072;328;3;1314;0
5753;28563;1186;292;1;4712;1
5754;22076;1106;;7;924;0
5755;33683;1106;;1;1853;0
5756;21407;804;269;21;4001;0
5757;26286;1058;350;21;3336;0
5758;1293;1282;280.5;3;1569;0
5759;41840;1196;301;7;2124;1
5760;34214;1106;;1;3967;1
5761;4728;828;308;3;4531;1
5762;25577;1126;406;3;2078;0
5763;31997;1116;403.5;1;4452;0
5764;41376;1126;402.5;1;3193;0
5765;19035;1106;;1;580;0
5766;34445;1346;380.5;7;1157;0
5767;35348;1332;386.5;1;4980;0
5768;16292;1088;265.5;1;1434;0
5769;9218;1290;419;7;1075;0
5770;11725;988;310;1;1818;0
5771;40497;1082;323.5;15;4207;0
5772;26032;1034;274;9;3114;0
5773;44641;1034;;3;4755;0
5774;29578;1018;270;1;4243;0
5775;49360;770;396;5;1043;0
5776;6225;1194;360;19;1491;1
5777;15687;1106;;1;533;0
5778;6322;994;229.5;7;3142;1
5779;34321;1102;424.5;3;2593;0
5780;29814;1106;355.5;1;1130;0
5781;29163;1106;411.5;5;2276;0
5782;11042;1106;512.5;1;2484;0
5783;6272;978;;1;4036;0
5784;6276;806;176;7;302;1
5785;5564;1092;413.5;3;436;0
5786;17912;958;355.5;3;1975;0
5787;34833;1204;;1;2362;0
5788;40512;1130;444;3;4871;0
5789;41505;1344;420.5;3;3612;0
5790;16112;1428;475.5;3;1907;0
5791;34696;1104;380;3;4176;0
5792;15432;910;259;7;2859;1
5793;35550;860;325;11;1579;1
5794;27744;1086;355.5;1;1545;0
5795;41922;900;402.5;5;199;0
5796;33466;908;332.5;1;1722;0
5797;6028;1024;371;3;1770;0
5798;26211;1106;437.5;3;4237;0
5799;20380;1090;400.5;3;1223;1
5800;15914;1038;383;5;3932;1
5801;46908;1424;475.5;1;3580;0
5802;2487;1190;330.5;1;3738;0
5803;14408;1106;324;1;4748;1
5804;46602;1324;437.5;3;1104;0
5805;39980;1440;469.5;3;4735;0
5806;7160;1302;467;3;1993;0
5807;44423;1358;503;7;1238;0
5808;11003;1156;408;1;3043;0
5809;40857;1106;411.5;1;4001;0
5810;47560;1106;404;3;3546;0
5811;40641;972;276.5;5;3742;1
5812;2689;944;391.5;7;3398;1
5813;3128;1106;;1;3947;0
5814;33277;862;299.5;1;2175;0
5815;33140;1162;304.5;5;947;0
5816;49432;1344;332.5;3;3238;0
5817;27764;1036;427;1;4390;0
5818;34032;1186;461.5;1;2188;0
5819;1414;1242;380;1;2357;0
5820;12782;1302;466;1;4946;0
5821;12168;1226;441.5;1;4876;1
5822;9836;1082;324.5;5;4293;1
5823;43016;978;310;5;2291;1
5824;8959;1062;451;7;298;1
5825;49868;1106;311;3;3921;1
5826;37657;1280;328;3;666;1
5827;47543;1284;456.5;3;3054;0
5828;20975;1106;408.5;1;1675;0
5829;4837;1330;425;3;1334;0
5830;1778;1248;401.5;1;406;0
5831;10390;1106;409.5;1;4293;1
5832;38427;994;398.5;1;4230;0
5833;6055;1006;404;5;3711;0
5834;15833;1250;342;3;1214;0
5835;3055;1068;382;3;303;0
5836;4615;1080;396;1;1933;0
5837;4047;1106;357;3;919;0
5838;25567;1122;300.5;3;4040;0
5839;11404;1314;437.5;7;2141;0
5840;27069;972;310;5;1116;1
5841;26994;826;117.5;1;1121;1
5842;26952;1106;;3;2539;0
5843;26295;1424;414.5;3;453;0
5844;15183;1218;358;7;2238;0
5845;13982;1106;;1;868;1
5846;33908;1230;406;3;4263;0
5847;8331;1292;432;1;2653;0
5848;37406;972;445.5;3;3201;0
5849;13455;1106;397;1;2297;0
5850;33083;1232;294.5;3;1809;0
5851;48023;1234;216.5;1;2265;0
5852;34407;1026;277.5;1;2866;1
5853;30134;1106;432.5;5;1664;0
5854;29588;1106;400.5;1;2260;0
5855;49726;1146;473;1;3742;0
5856;28489;1302;276;5;640;0
5857;8738;1008;271.5;3;527;1
5858;30588;1356;360;1;3148;0
5859;28952;902;217.5;9;3153;1
5860;35841;1116;398.5;5;3491;0
5861;16419;1228;395.5;3;3818;0
5862;6053;844;310;7;269;0
5863;45759;1158;402.5;1;3224;0
5864;17526;810;327;1;3461;0
5865;27944;1106;;1;2460;0
5866;49600;1106;;1;3416;0
5867;17015;1386;422;3;3717;0
5868;16369;978;380.5;9;4178;1
5869;12104;1126;472;1;3145;0
5870;21570;1268;377.5;1;3577;0
5871;5523;1196;438;3;422;0
5872;17037;1106;;1;1378;0
5873;39379;1106;428.5;5;1015;0
5874;419;1204;451;3;120;0
